Public_file,Field,Description,Unit,Context,Missing_values
figure/supplementary/figureS9/FigS9_development_thresholds.csv,cutoff,"Predicted probability, decision threshold or development quantile as named","fraction [0,1]; ROC sentinel may be non-finite",Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_development_thresholds.csv,method,"Scope, interpretation or calculation information for the corresponding row",category/text,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_metrics.csv,dataset,"Source, comparison, sample or proxy defining the row",category/text,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_metrics.csv,metric,"Named conceptual element, metric, parameter or analysis stage",category/text,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_metrics.csv,value,"Source value, displayed/reported value, pooled estimate, fold mean or fold standard deviation, as named",unit of named metric,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,risk_grade,"Risk grade or cumulative set of grades; L1 is lowest, L5 highest",category/text,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,observations,Count or denominator for the row group indicated by the table,count,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,positive_rows,Fire-positive count within the stated row scope; events and building labels use distinct denominators,count; see table scope,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,incidence_per_1000_observations,Observed incidence or Wilson confidence bound,positives per 1000 observations,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,wilson_lower_per_1000,Observed incidence or Wilson confidence bound,positives per 1000 observations,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,wilson_upper_per_1000,Observed incidence or Wilson confidence bound,positives per 1000 observations,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/figureS9/FigS9_risk_grades.csv,relative_to_overall_incidence,Grade incidence divided by overall Chongqing incidence,ratio,Chongqing external-validation aggregate,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,city,Named administrative unit represented by the row,category/text,Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,building_count,"Building count in the indicated inventory, model or population-valid subset",buildings,Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,total_floor_area_million_m2,Total estimated floor area in the city inventory,million m²,Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,median_height_m,Mean or median building height as named by the field,m,Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,median_age_years,Mean or median building age as named by the field,years,Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS1.csv,population_10000_people,Population denominator in the city inventory,"10,000 persons",Supplementary Table S1,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS2_field_definitions.csv,category,Source or displayed grouping/category indicated by this field,category/text,Inventory field definitions,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS2_field_definitions.csv,inventory_field,Definition/name of a source inventory field; does not release its original row-level values,category/text,Inventory field definitions,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS2_field_definitions.csv,public_scope,"Scope, interpretation or calculation information for the corresponding row",category/text,Inventory field definitions,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS3.csv,keyword_group,"Social-sensing search keyword group, original search terms or English explanation",category/text,Supplementary Table S3,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS3.csv,chinese_terms,"Social-sensing search keyword group, original search terms or English explanation",category/text,Supplementary Table S3,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS3.csv,english_description,"Social-sensing search keyword group, original search terms or English explanation",category/text,Supplementary Table S3,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS5.csv,predictor,One of the nine model predictors; see predictor_dictionary.csv,category/text,Supplementary Table S5,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS5.csv,meaning,"Scientific meaning, formula or analysis setting from the supplementary table",category/text,Supplementary Table S5,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS5.csv,definition,"Scientific meaning, formula or analysis setting from the supplementary table",category/text,Supplementary Table S5,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS5.csv,unit,Unit of measurement stated by the source,category/text,Supplementary Table S5,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,predictor,One of the nine model predictors; see predictor_dictionary.csv,category/text,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,Pooled,Reported variance inflation factor for the named analysis population,dimensionless,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,Beijing,Reported variance inflation factor for the named analysis population,dimensionless,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,Shanghai,Reported variance inflation factor for the named analysis population,dimensionless,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,Guangzhou,Reported variance inflation factor for the named analysis population,dimensionless,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS6.csv,Wuhan,Reported variance inflation factor for the named analysis population,dimensionless,Supplementary Table S6,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS7.csv,parameter,"Named conceptual element, metric, parameter or analysis stage",category/text,Supplementary Table S7,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS7.csv,setting,"Scientific meaning, formula or analysis setting from the supplementary table",category/text,Supplementary Table S7,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS8.csv,rank,"Rank in the stated group, starting at 1",ordinal,Supplementary Table S8,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS8.csv,predictor,One of the nine model predictors; see predictor_dictionary.csv,category/text,Supplementary Table S8,Blank means unavailable or not applicable; source values are retained
figure/supplementary/tables/TableS8.csv,mean_abs_shap,"SHAP contribution, mean absolute contribution, or mean absolute contribution × sign(feature–SHAP correlation), as named",raw model margin (log-odds),Supplementary Table S8,Blank means unavailable or not applicable; source values are retained
